country_name,continent,year,happiness,GDP,life_expect,freedom,corruption,total_pop
Libya,Africa,2018,5.494,10.156,64.975,0.781,0.646,6477793
Tajikistan,Asia,2018,5.497,8.133,61.85,NA,0.578,9128132
Hong Kong S.A.R. of China,Asia,2016,5.498,10.97,NA,0.8,0.403,7336600
Russia,Asia,2018,5.514,10.191,63.825,0.729,0.865,144477859
Kazakhstan,Asia,2016,5.534,10.095,63.8,0.783,0.702,17794055
Croatia,Europe,2018,5.536,10.248,68.425,0.691,0.925,4087843
Pakistan,Asia,2016,5.549,8.465,56.075,0.634,0.793,213524840
Belarus,Europe,2017,5.553,9.818,65.55,0.621,0.654,9458989
Mongolia,Asia,2019,5.563,9.43,60.3,0.711,0.873,3232430
Moldova,Europe,2016,5.578,9.3,63.3,0.557,0.969,2803186
Russia,Asia,2017,5.579,10.163,63.45,0.731,0.862,144496739
Philippines,Asia,2017,5.594,8.987,61.95,0.926,0.711,106738501
Dominican Republic,North America,2017,5.605,9.713,63.6,0.855,0.76,10647244
Turkiye,Asia,2017,5.607,10.225,68.05,0.644,0.671,82089826
Mauritius,Africa,2016,5.61,9.968,63.975,0.819,0.891,1263747
Montenegro,Europe,2017,5.615,9.888,66.8,0.626,0.756,622373
Croatia,Europe,2019,5.626,10.287,68.6,0.739,0.932,4065253
Kyrgyzstan,Asia,2017,5.63,8.526,64.75,0.859,0.874,6198200
Libya,Africa,2017,5.647,10.095,64.75,0.779,0.673,6378261
Honduras,North America,2016,5.648,8.573,61.725,0.85,0.793,9460798
Estonia,Europe,2016,5.65,10.374,68.525,0.843,0.639,1315790
Montenegro,Europe,2018,5.65,9.937,66.9,0.626,0.769,622227
Bolivia,South America,2017,5.651,9.017,63,0.884,0.819,11435533
Paraguay,South America,2019,5.653,9.519,65.8,0.876,0.882,6530026
Hong Kong S.A.R. of China,Asia,2019,5.659,10.995,NA,0.727,0.432,7507900
Bolivia,South America,2019,5.674,9.051,63.3,0.881,0.857,11777315
Peru,South America,2018,5.68,9.449,69.325,0.83,0.906,32203944
Moldova,Europe,2018,5.682,9.423,64.1,0.824,0.929,2707203
Kyrgyzstan,Asia,2019,5.685,8.568,65.8,0.92,0.885,6456200
Peru,South America,2016,5.701,9.419,68.975,0.83,0.866,31132779
Peru,South America,2017,5.711,9.429,69.15,0.827,0.895,31605486
Portugal,Europe,2017,5.711,10.406,70.75,0.905,0.881,10300300
Paraguay,South America,2017,5.713,9.518,65.7,0.891,0.81,6355404
Serbia,Europe,2016,5.753,9.692,66.525,0.614,0.89,7058322
Kosovo,Europe,2016,5.759,9.213,NA,0.827,0.941,1777557
Bolivia,South America,2016,5.77,8.991,62.85,0.882,0.853,11263015
Argentina,South America,2018,5.793,10.032,67.05,0.846,0.855,44494502
Japan,Asia,2018,5.794,10.639,73.975,0.773,0.687,126811000
Cyprus,Asia,2016,5.795,10.51,71.8,0.756,0.898,1197881
Paraguay,South America,2016,5.801,9.485,65.65,0.854,0.756,6266615
Moldova,Europe,2019,5.803,9.475,64.5,0.784,0.884,2664224
Ecuador,South America,2019,5.809,9.341,68.5,0.83,0.839,17343740
Nicaragua,North America,2018,5.819,8.637,65.425,0.797,0.713,6572233
Benin,Africa,2018,5.82,8.02,55.2,0.713,0.747,11940683
Belarus,Europe,2019,5.821,9.867,66,0.657,0.546,9419758
Tajikistan,Asia,2017,5.829,8.082,61.7,0.832,0.718,8925525
Pakistan,Asia,2017,5.831,8.495,56.35,0.713,0.714,216379655
Ecuador,South America,2017,5.84,9.366,68,0.879,0.734,16696944
South Korea,Asia,2018,5.84,10.645,72.825,0.6,0.797,51585058
Russia,Asia,2016,5.855,10.146,63.075,0.714,0.925,144342397
Lithuania,Europe,2016,5.866,10.371,65.65,0.614,0.949,2868231
Philippines,Asia,2018,5.869,9.032,61.975,0.918,0.726,108568836
South Korea,Asia,2017,5.874,10.62,72.55,0.538,0.851,51361911
Kazakhstan,Asia,2017,5.882,10.121,64.2,0.745,0.755,18037776
Mauritius,Africa,2018,5.882,10.044,63.925,0.867,0.785,1265577
Bosnia and Herzegovina,Europe,2018,5.887,9.552,67.15,0.659,0.913,3400129
Turkmenistan,Asia,2016,5.887,9.479,61.8,0.749,NA,5868561
Jamaica,North America,2017,5.89,9.209,66.6,0.861,0.883,2808376
Uzbekistan,Asia,2016,5.893,8.804,63.8,0.984,NA,31847900
Latvia,Europe,2018,5.901,10.311,66.1,0.608,0.799,1927174
South Korea,Asia,2019,5.903,10.663,73.1,0.706,0.718,51764822
Honduras,North America,2018,5.908,8.624,62.575,0.872,0.804,9792850
Japan,Asia,2019,5.908,10.638,74.1,0.806,0.617,126633000
Japan,Asia,2017,5.911,10.632,73.85,0.849,0.659,126972000
Bolivia,South America,2018,5.916,9.044,63.15,0.863,0.786,11606905
Portugal,Europe,2018,5.92,10.435,70.875,0.877,0.88,10283822
Honduras,North America,2019,5.93,8.633,63,0.846,0.815,9958829
Hungary,Europe,2018,5.936,10.346,67.05,0.693,0.911,9775564
Serbia,Europe,2018,5.936,9.767,66.775,0.74,0.864,6982604
Slovenia,Europe,2016,5.937,10.459,70.175,0.904,0.838,2065042
Estonia,Europe,2017,5.938,10.429,68.75,0.862,0.668,1317384
Thailand,Asia,2017,5.939,9.741,68.15,0.923,0.884,70898202
Latvia,Europe,2016,5.94,10.222,65.9,0.685,0.868,1959537
Chile,South America,2019,5.942,10.119,70,0.659,0.86,19039485
Kuwait,Asia,2016,5.947,10.887,70.175,0.841,NA,4048085
Greece,Europe,2019,5.952,10.3,70.9,0.614,0.848,10721582
Italy,Europe,2016,5.955,10.617,71.675,0.624,0.903,60627498
Japan,Asia,2016,5.955,10.615,73.725,0.836,0.698,127076000
Romania,Europe,2016,5.969,10.117,66.425,0.822,0.949,19702267
Latvia,Europe,2019,5.97,10.343,66.2,0.698,0.789,1913822
South Korea,Asia,2016,5.971,10.592,72.275,0.591,0.862,51217803
Latvia,Europe,2017,5.978,10.264,66,0.7,0.798,1942248
Colombia,South America,2018,5.984,9.577,68.825,0.851,0.855,49276961
Slovakia,Europe,2016,5.993,10.284,67.825,0.7,0.917,5430798
Peru,South America,2019,5.999,9.452,69.5,0.815,0.874,32824861
Hungary,Europe,2019,6,10.394,67.2,0.798,0.884,9771141
Dominican Republic,North America,2019,6.004,9.808,64,0.877,0.746,10881882
Kazakhstan,Asia,2018,6.008,10.148,64.6,0.84,0.824,18276452
Thailand,Asia,2018,6.012,9.78,68.225,0.905,0.907,71127802
Nicaragua,North America,2016,6.013,8.654,65.275,0.717,0.731,6389235
Bosnia and Herzegovina,Europe,2019,6.016,9.591,67.2,0.722,0.963,3360711
Honduras,North America,2017,6.02,8.603,62.15,0.898,0.783,9626842
Thailand,Asia,2019,6.022,9.798,68.3,0.898,0.877,71307763
Singapore,Asia,2016,6.033,11.42,73.3,0.904,0.047,5607283
Estonia,Europe,2019,6.035,10.496,69.2,0.887,0.576,1326898
Argentina,South America,2017,6.039,10.069,67,0.832,0.841,44044811
Cyprus,Asia,2017,6.062,10.556,72,0.812,0.851,1208523
Lithuania,Europe,2019,6.064,10.524,66.7,0.78,0.783,2794137
Hungary,Europe,2017,6.065,10.292,66.9,0.661,0.886,9787966
Thailand,Asia,2016,6.074,9.705,68.075,0.924,0.878,70607037
Argentina,South America,2019,6.086,10.002,67.1,0.817,0.83,44938712
Panama,North America,2019,6.086,10.359,68.7,0.883,0.869,4232532
Romania,Europe,2017,6.09,10.202,66.55,0.839,0.926,19588715
Estonia,Europe,2018,6.091,10.463,68.975,0.886,0.621,1321977
Kuwait,Asia,2017,6.094,10.82,70.15,0.884,NA,4124904
Portugal,Europe,2019,6.095,10.462,71,0.882,0.915,10286263
Kuwait,Asia,2019,6.106,10.765,70.1,0.867,NA,4441100
Poland,Europe,2018,6.111,10.365,68.525,0.87,0.72,37974750
Nicaragua,North America,2019,6.113,8.585,65.5,0.883,0.622,6663924
Ecuador,South America,2016,6.115,9.358,67.75,0.846,0.774,16439585
Panama,North America,2016,6.118,10.289,68.4,0.884,0.837,4026336
Ecuador,South America,2018,6.128,9.359,68.25,0.869,0.831,17015672
Romania,Europe,2019,6.13,10.309,66.8,0.848,0.954,19371648
Cyprus,Asia,2019,6.137,10.639,72.4,0.74,0.865,1228836
El Salvador,North America,2016,6.14,9.042,63.85,0.8,0.797,6250510
Kosovo,Europe,2017,6.149,9.253,NA,0.858,0.925,1791003
Romania,Europe,2018,6.151,10.266,66.675,0.845,0.921,19473970
Uzbekistan,Asia,2019,6.154,8.902,64.7,0.97,0.511,33580350
Colombia,South America,2017,6.157,9.57,68.65,0.838,0.875,48351671
Poland,Europe,2016,6.162,10.258,68.175,0.871,0.848,37970087
Slovenia,Europe,2017,6.167,10.505,70.35,0.921,0.829,2066388
Bahrain,Asia,2016,6.17,10.789,66.125,0.889,NA,1409661
Uruguay,South America,2016,6.171,10.034,67.5,0.886,0.676,3413766
Mauritius,Africa,2017,6.174,10.006,63.95,0.912,0.818,1264887
Brazil,South America,2018,6.191,9.59,65.225,0.751,0.763,210166592
Italy,Europe,2017,6.199,10.635,71.75,0.633,0.867,60536709
Poland,Europe,2017,6.201,10.308,68.35,0.831,0.639,37974826
Uzbekistan,Asia,2018,6.205,8.865,64.4,0.97,0.52,32956100
Bahrain,Asia,2017,6.227,10.798,66.05,0.906,NA,1456834
Spain,Europe,2017,6.23,10.585,71.85,0.756,0.791,46593236
Colombia,South America,2016,6.234,9.572,68.475,0.835,0.898,47625955
Slovakia,Europe,2018,6.235,10.349,68.275,0.758,0.91,5446771
El Salvador,North America,2018,6.241,9.084,64.55,0.863,0.801,6276342
Mauritius,Africa,2019,6.241,10.072,63.9,0.893,0.81,1265985
Serbia,Europe,2019,6.241,9.815,66.9,0.753,0.813,6945235
Poland,Europe,2019,6.242,10.409,68.7,0.883,0.696,37965475
Slovakia,Europe,2019,6.243,10.373,68.5,0.771,0.926,5454147
Slovenia,Europe,2018,6.249,10.545,70.525,0.942,0.839,2073894
Guatemala,North America,2019,6.262,9.068,62.3,0.901,0.773,16604026
Philippines,Asia,2019,6.268,9.075,62,0.91,0.748,110380804
Kazakhstan,Asia,2019,6.272,10.179,65,0.852,0.708,18513673
Lithuania,Europe,2017,6.273,10.427,66,0.749,0.79,2828403
Cyprus,Asia,2018,6.276,10.599,72.2,0.794,0.848,1218831
Panama,North America,2018,6.281,10.346,68.6,0.861,0.837,4165255
Saudi Arabia,Asia,2017,6.294,10.732,63.6,0.814,NA,34193122
Jamaica,North America,2019,6.309,9.234,66.6,0.891,0.885,2813773
Lithuania,Europe,2018,6.309,10.476,66.35,0.699,0.852,2801543
Spain,Europe,2016,6.319,10.558,71.725,0.768,0.819,46484062
Chile,South America,2017,6.32,10.108,69.7,0.79,0.836,18368577
Guatemala,North America,2017,6.325,9.027,61.9,0.915,0.8,16087418
Brazil,South America,2017,6.333,9.58,65.05,0.765,0.794,208504960
Uruguay,South America,2017,6.336,10.048,67.5,0.898,0.627,3422200
El Salvador,North America,2017,6.339,9.062,64.2,0.758,0.778,6266654
Colombia,South America,2019,6.35,9.59,69,0.822,0.854,50187406
Saudi Arabia,Asia,2018,6.356,10.733,63.8,0.855,NA,35018133
Guatemala,North America,2016,6.359,9.013,61.7,0.863,0.812,15827690
Taiwan Province of China,Asia,2017,6.359,10.774,NA,0.76,0.743,NA
Slovakia,Europe,2017,6.366,10.311,68.05,0.714,0.92,5439232
Uruguay,South America,2018,6.372,10.051,67.5,0.876,0.683,3427042
Brazil,South America,2016,6.375,9.575,64.875,0.807,0.781,206859578
Singapore,Asia,2018,6.375,11.496,73.5,0.916,0.097,5638676
Singapore,Asia,2017,6.378,11.465,73.4,0.926,0.162,5612253
Singapore,Asia,2019,6.378,11.496,73.6,0.938,0.07,5703569
Kosovo,Europe,2018,6.392,9.283,NA,0.89,0.922,1797085
Mexico,North America,2017,6.41,9.905,65.8,0.861,0.801,122839258
Uzbekistan,Asia,2017,6.421,8.831,64.1,0.985,0.465,32388600
Kosovo,Europe,2019,6.425,9.334,NA,0.841,0.92,1788878
Argentina,South America,2016,6.427,10.051,66.95,0.848,0.851,43590368
Mexico,North America,2019,6.432,9.907,65.8,0.903,0.809,125085311
Chile,South America,2018,6.436,10.13,69.85,0.789,0.816,18701450
Italy,Europe,2019,6.445,10.663,71.9,0.709,0.866,59729081
Brazil,South America,2019,6.451,9.595,65.4,0.83,0.762,211782878
El Salvador,North America,2019,6.455,9.107,64.9,0.877,0.682,6280217
Spain,Europe,2019,6.457,10.615,72.1,0.778,0.73,47134837
Taiwan Province of China,Asia,2018,6.467,10.781,NA,0.741,0.736,NA
Saudi Arabia,Asia,2016,6.474,10.762,63.4,0.774,NA,33416270
France,Europe,2016,6.475,10.685,71.8,0.787,0.623,66724104
Nicaragua,North America,2017,6.476,8.685,65.35,0.922,0.673,6480532
Spain,Europe,2018,6.513,10.603,71.975,0.722,0.777,46797754
Taiwan Province of China,Asia,2016,6.513,10.768,NA,0.719,0.811,NA
Italy,Europe,2018,6.517,10.647,71.825,0.65,0.888,60421760
Taiwan Province of China,Asia,2019,6.537,10.797,NA,0.814,0.718,NA
Mexico,North America,2018,6.55,9.917,65.8,0.816,0.809,124013861
Saudi Arabia,Asia,2019,6.561,10.713,64,0.891,NA,35827362
Panama,North America,2017,6.568,10.326,68.5,0.9,0.841,4096063
Chile,South America,2016,6.579,10.11,69.55,0.652,0.858,18083879
Malta,Europe,2016,6.591,10.605,71.35,0.916,0.696,455356
Uruguay,South America,2019,6.6,10.054,67.5,0.903,0.599,3428409
United Arab Emirates,Asia,2018,6.604,11.178,65.85,0.944,NA,9140169
Guatemala,North America,2018,6.627,9.044,62.1,0.91,0.765,16346950
France,Europe,2017,6.635,10.705,71.9,0.834,0.601,66918020
Slovenia,Europe,2019,6.665,10.572,70.7,0.945,0.785,2088385
France,Europe,2018,6.666,10.72,72,0.816,0.582,67158348
Malta,Europe,2017,6.676,10.681,71.4,0.924,0.69,467999
France,Europe,2019,6.69,10.735,72.1,0.827,0.568,67388001
United Arab Emirates,Asia,2019,6.711,11.181,66,0.911,NA,9211657
Malta,Europe,2019,6.733,10.724,71.5,0.924,0.689,504062
Czechia,Europe,2016,6.736,10.519,68.425,0.85,0.9,10566332
Belgium,Europe,2019,6.772,10.859,70.6,0.776,0.672,11488980
Czechia,Europe,2017,6.79,10.567,68.55,0.832,0.867,10594438
United States,North America,2016,6.804,10.985,66.475,0.758,0.739,323071755
Mexico,North America,2016,6.824,9.895,65.8,0.752,0.809,121519221
United Kingdom,Europe,2016,6.824,10.727,69.8,0.821,0.458,65611593
United Arab Emirates,Asia,2016,6.831,11.174,65.55,0.949,NA,8994263
Germany,Europe,2016,6.874,10.857,70.3,0.871,0.446,82348669
United States,North America,2018,6.883,11.024,66.225,0.825,0.71,326838199
Belgium,Europe,2018,6.892,10.842,70.45,0.808,0.63,11427054
Malta,Europe,2018,6.91,10.706,71.45,0.927,0.595,484630
Israel,Asia,2018,6.927,10.595,72.25,0.725,0.77,8882800
Belgium,Europe,2017,6.928,10.829,70.3,0.857,0.543,11375158
United States,North America,2019,6.944,11.043,66.1,0.836,0.707,328329953
Belgium,Europe,2016,6.949,10.816,70.15,0.866,0.497,11331422
Ireland,Europe,2018,6.962,11.331,71,0.861,0.362,4867316
Luxembourg,Europe,2016,6.967,11.664,71.525,0.882,0.356,582014
United States,North America,2017,6.992,11.001,66.35,0.868,0.681,325122128
Costa Rica,North America,2019,6.998,9.944,70,0.927,0.836,5084532
Czechia,Europe,2018,7.034,10.595,68.675,0.79,0.851,10629928
Germany,Europe,2019,7.035,10.894,70.9,0.885,0.462,83092962
United Arab Emirates,Asia,2017,7.039,11.173,65.7,0.962,NA,9068296
Ireland,Europe,2016,7.041,11.186,70.8,0.875,0.399,4755335
Austria,Europe,2016,7.048,10.885,70.525,0.889,0.524,8736668
Ireland,Europe,2017,7.06,11.261,70.9,0.905,0.337,4807388
Luxembourg,Europe,2017,7.061,11.653,71.55,0.903,0.33,596336
Germany,Europe,2017,7.074,10.879,70.5,0.841,0.414,82657002
Bahrain,Asia,2019,7.098,10.815,65.9,0.907,NA,1494188
United Kingdom,Europe,2017,7.103,10.744,69.9,0.813,0.419,66058859
Canada,North America,2019,7.109,10.803,71.3,0.912,0.436,37601230
Germany,Europe,2018,7.118,10.886,70.7,0.877,0.496,82905782
Costa Rica,North America,2016,7.136,9.881,70,0.873,0.781,4945205
Costa Rica,North America,2018,7.141,9.928,70,0.942,0.781,5040734
United Kingdom,Europe,2019,7.157,10.766,70.1,0.854,0.485,66836327
Israel,Asia,2016,7.159,10.552,71.95,0.772,0.804,8546000
Canada,North America,2018,7.175,10.799,71.25,0.946,0.372,37065084
Australia,Oceania,2018,7.177,10.801,70.825,0.916,0.405,24966643
Austria,Europe,2019,7.195,10.93,70.9,0.903,0.457,8879920
New Zealand,Oceania,2019,7.205,10.672,70.2,0.912,0.234,4979200
Costa Rica,North America,2017,7.225,9.912,70,0.936,0.742,4993842
New Zealand,Oceania,2016,7.226,10.636,69.975,0.927,0.278,4714100
United Kingdom,Europe,2018,7.233,10.755,70,0.838,0.404,66460344
Australia,Oceania,2019,7.234,10.807,70.9,0.918,0.43,25340217
Luxembourg,Europe,2018,7.243,11.645,71.575,0.884,0.385,607950
Canada,North America,2016,7.245,10.768,71.15,0.912,0.385,36109487
Australia,Oceania,2016,7.25,10.781,70.675,0.922,0.399,24190907
Ireland,Europe,2019,7.255,11.37,71.1,0.892,0.373,4934340
Australia,Oceania,2017,7.257,10.787,70.75,0.911,0.411,24594202
Sweden,Europe,2017,7.287,10.858,71.65,0.935,0.239,10057698
Austria,Europe,2017,7.294,10.9,70.65,0.89,0.518,8797566
New Zealand,Oceania,2017,7.327,10.651,70.05,0.942,0.222,4813600
Israel,Asia,2017,7.331,10.574,72.1,0.768,0.793,8713300
Israel,Asia,2019,7.332,10.617,72.4,0.834,0.743,9054000
Sweden,Europe,2016,7.369,10.846,71.525,0.918,0.246,9923085
New Zealand,Oceania,2018,7.37,10.666,70.125,0.949,0.207,4900600
Sweden,Europe,2018,7.375,10.866,71.775,0.942,0.263,10175214
Austria,Europe,2018,7.396,10.919,70.775,0.904,0.523,8840521
Sweden,Europe,2019,7.398,10.875,71.9,0.942,0.25,10278887
Luxembourg,Europe,2019,7.404,11.649,71.6,0.93,0.39,620001
Canada,North America,2017,7.415,10.786,71.2,0.945,0.362,36545236
Netherlands,Europe,2019,7.425,10.947,71.4,0.886,0.36,17344874
Norway,Europe,2019,7.442,11.073,71.4,0.954,0.271,5347896
Norway,Europe,2018,7.444,11.072,71.35,0.96,0.268,5311916
Netherlands,Europe,2017,7.459,10.917,71.25,0.92,0.363,17131296
Switzerland,Europe,2016,7.459,11.139,71.9,0.934,0.302,8373338
Netherlands,Europe,2018,7.463,10.934,71.325,0.92,0.371,17231624
Switzerland,Europe,2017,7.474,11.143,72.1,0.925,0.316,8451840
Iceland,Europe,2017,7.476,10.927,71.95,0.939,0.727,343400
Switzerland,Europe,2018,7.509,11.164,72.3,0.926,0.301,8514329
Iceland,Europe,2016,7.51,10.909,71.925,0.952,0.719,335439
Iceland,Europe,2019,7.533,10.949,72,0.959,0.699,360563
Netherlands,Europe,2016,7.541,10.894,71.175,0.907,0.433,17030314
Denmark,Europe,2016,7.558,10.9,70.625,0.948,0.21,5728010
Norway,Europe,2017,7.579,11.067,71.3,0.953,0.25,5276968
Denmark,Europe,2017,7.594,10.922,70.75,0.955,0.181,5764980
Norway,Europe,2016,7.596,11.053,71.25,0.954,0.41,5234519
Denmark,Europe,2018,7.649,10.936,70.875,0.935,0.151,5793636
Finland,Europe,2016,7.66,10.741,70.775,0.948,0.25,5495303
Denmark,Europe,2019,7.693,10.948,71,0.963,0.174,5814422
Switzerland,Europe,2019,7.694,11.168,72.5,0.913,0.294,8575280
Finland,Europe,2019,7.78,10.791,71,0.948,0.195,5521606
Finland,Europe,2017,7.788,10.77,70.85,0.962,0.192,5508214
Finland,Europe,2018,7.858,10.78,70.925,0.938,0.199,5515525